Order No,Order Date,Order Priority,Product Container,Ship Mode,Ship Date,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Id_customer,Id_delivery,Id_product
6218-1,14-05-2013,Not Specified,Small Pack,Regular Air,16-05-2013,40.97,24.17,22.0,901.3399999999999,6.0,54.08,847.2599999999999,8.99,856.2499999999999,1725,1,133
6218-1,23-04-2016,Medium,Small Box,Regular Air,24-04-2016,3.08,1.14,50.0,154.0,2.0,3.08,150.92,0.99,151.91,1726,4,86
6219-1,27-09-2014,Critical,Small Pack,Regular Air,02-10-2014,8.34,4.92,41.0,341.94,3.0,10.26,331.68,2.64,334.32,258,1,52
6219-1,05-03-2016,High,Small Box,Regular Air,09-03-2016,1.6,0.67,7.0,11.200000000000001,9.0,1.01,10.190000000000001,1.29,11.48,1727,1,131
6219-1,05-03-2016,Medium,Wrap Bag,Regular Air,09-03-2016,1.6,0.67,41.0,65.60000000000001,3.0,1.97,63.63000000000001,1.29,64.92000000000002,1728,1,131
6220-1,14-06-2016,High,Small Box,Express Air,16-06-2016,5.68,2.16,37.0,210.16,4.0,8.41,201.75,1.39,203.14,1729,4,54
6220-1,11-08-2016,Not Specified,Small Pack,Regular Air,13-08-2016,12.98,7.79,8.0,103.84,10.0,10.38,93.46000000000001,3.14,96.60000000000001,1730,1,428
6220-1,12-08-2015,Medium,Small Box,Regular Air,15-08-2015,5.68,3.18,34.0,193.12,7.0,13.52,179.6,3.6,183.2,133,4,53
6220-1,14-05-2013,Medium,Medium Box,Regular Air,15-05-2013,4.26,1.87,25.0,106.5,5.0,5.32,101.18,1.2,102.38000000000001,154,3,159
6220-1,29-03-2016,Critical,Small Box,Regular Air,30-03-2016,2.88,1.04,21.0,60.48,8.0,4.84,55.64,0.99,56.63,1668,3,45
6220-1,21-03-2016,Not Specified,Small Box,Regular Air,22-03-2016,5.68,2.16,48.0,272.64,5.0,13.63,259.01,1.39,260.4,1731,1,66
6221-1,27-09-2015,Critical,Wrap Bag,Express Air,29-09-2015,3.26,1.34,37.0,120.61999999999999,3.0,3.62,116.99999999999999,1.86,118.85999999999999,1102,4,324
6221-1,05-07-2016,Critical,Medium Box,Regular Air,07-07-2016,2.62,1.02,3.0,7.86,1.0,0.08,7.78,0.8,8.58,777,2,8
6221-1,18-12-2016,High,Small Pack,Regular Air,19-12-2016,30.98,24.47,35.0,1084.3,0.0,0.0,1084.3,6.5,1090.8,878,3,453
6221-1,15-09-2015,High,Small Box,Regular Air,17-09-2015,19.84,8.73,4.0,79.36,4.0,3.17,76.19,4.1,80.28999999999999,1732,3,149
6221-1,13-10-2016,Not Specified,Wrap Bag,Regular Air,18-10-2016,19.84,8.73,34.0,674.56,7.0,47.22,627.3399999999999,4.1,631.4399999999999,211,2,149
6222-1,27-03-2016,Not Specified,Small Box,Regular Air,03-04-2016,40.97,24.17,34.0,1392.98,7.0,97.51,1295.47,8.99,1304.46,1733,4,133
6222-1,07-03-2016,Not Specified,Wrap Bag,Regular Air,08-03-2016,40.97,24.17,25.0,1024.25,0.0,0.0,1024.25,8.99,1033.24,340,3,133
6222-1,07-03-2016,Medium,Wrap Bag,Regular Air,08-03-2016,40.97,24.17,2.0,81.94,3.0,2.46,79.48,8.99,88.47,339,3,133
6222-1,04-02-2017,High,Large Box,Regular Air,05-02-2017,8.34,4.92,49.0,408.65999999999997,6.0,24.52,384.14,2.64,386.78,1734,4,409
6222-1,07-03-2016,Medium,Small Box,Regular Air,08-03-2016,40.97,24.17,14.0,573.5799999999999,0.0,0.0,573.5799999999999,8.99,582.5699999999999,340,3,263
6222-1,07-03-2016,Medium,Wrap Bag,Regular Air,08-03-2016,40.97,24.17,27.0,1106.19,9.0,99.56,1006.6300000000001,8.99,1015.6200000000001,340,1,133
6222-1,26-03-2016,Medium,Large Box,Regular Air,27-03-2016,11.97,7.18,30.0,359.1,9.0,32.32,326.78000000000003,5.81,332.59000000000003,1735,1,233
6222-1,30-07-2014,Low,Small Box,Regular Air,31-07-2014,1.88,0.7,19.0,35.72,9.0,3.21,32.51,1.49,34.0,1736,2,65
6222-1,19-12-2015,High,Small Box,Express Air,21-12-2015,3.08,1.14,37.0,113.96000000000001,4.0,4.56,109.4,0.99,110.39,22,1,209
6223-1,25-09-2016,Low,Small Box,Regular Air,26-09-2016,19.98,13.59,46.0,919.08,10.0,91.91,827.1700000000001,4.0,831.1700000000001,41,4,69
6223-1,17-11-2015,High,Small Box,Regular Air,24-11-2015,19.98,13.59,15.0,299.7,5.0,14.98,284.71999999999997,4.0,288.71999999999997,2,3,69
6223-1,10-02-2016,Not Specified,Small Box,Regular Air,11-02-2016,5.74,2.24,33.0,189.42000000000002,9.0,17.05,172.37,5.01,177.38,381,2,126
6224-1,12-07-2016,High,Small Box,Express Air,14-07-2016,6.3,2.46,12.0,75.6,3.0,2.27,73.33,0.5,73.83,1737,1,104
6224-1,31-10-2016,High,Large Box,Regular Air,03-11-2016,12.98,7.79,2.0,25.96,8.0,2.08,23.880000000000003,3.14,27.020000000000003,271,3,428
6224-1,19-03-2016,Not Specified,Small Box,Regular Air,21-03-2016,80.98,38.87,8.0,647.84,2.0,12.96,634.88,7.18,642.06,1738,4,3
6224-1,30-06-2016,Medium,Small Box,Express Air,01-07-2016,2.88,1.04,23.0,66.24,7.0,4.64,61.599999999999994,0.99,62.589999999999996,1739,2,43
6224-1,27-04-2016,Low,Wrap Bag,Regular Air,28-04-2016,36.55,14.99,33.0,1206.1499999999999,7.0,84.43,1121.7199999999998,13.89,1135.61,1740,3,454
6224-1,02-04-2016,High,Wrap Bag,Regular Air,10-04-2016,16.98,5.94,34.0,577.32,10.0,57.73,519.59,12.39,531.98,266,1,162
6224-1,24-12-2016,Low,Wrap Bag,Express Air,26-12-2016,1.26,1.02,43.0,54.18,1.0,0.54,53.64,0.7,54.34,520,4,455
6224-1,31-12-2015,Not Specified,Small Box,Regular Air,01-01-2016,3.08,1.14,46.0,141.68,4.0,5.67,136.01000000000002,0.99,137.00000000000003,1002,4,86
6224-1,15-11-2015,Not Specified,Small Box,Regular Air,24-11-2015,1.88,0.7,1.0,1.88,0.0,0.0,1.88,1.49,3.37,1741,4,32
6225-1,10-11-2015,Medium,Wrap Bag,Regular Air,11-11-2015,3.08,1.14,22.0,67.76,7.0,4.74,63.02,0.99,64.01,1742,2,86
6225-1,26-07-2016,Medium,Small Box,Express Air,26-07-2016,1.68,0.59,34.0,57.12,7.0,4.0,53.12,1.0,54.12,857,1,29
6225-1,28-09-2016,Medium,Small Box,Regular Air,30-09-2016,19.98,7.59,3.0,59.94,0.0,0.0,59.94,5.77,65.71,1707,2,118
6225-1,24-01-2014,Medium,Small Pack,Regular Air,26-01-2014,155.99,93.59,27.0,4211.7300000000005,3.0,126.35,4085.3800000000006,8.08,4093.4600000000005,792,2,234
6225-1,15-03-2016,High,Wrap Bag,Regular Air,17-03-2016,19.98,7.59,22.0,439.56,4.0,17.58,421.98,5.77,427.75,1743,2,118
6225-1,09-02-2016,Critical,Small Pack,Regular Air,12-02-2016,2.88,1.04,9.0,25.919999999999998,9.0,2.33,23.589999999999996,0.99,24.579999999999995,1162,1,43
6225-1,11-06-2015,Not Specified,Wrap Bag,Regular Air,13-06-2015,4.26,1.87,38.0,161.88,0.0,0.0,161.88,1.2,163.07999999999998,776,4,10
6226-1,23-04-2016,Not Specified,Small Box,Regular Air,24-04-2016,1.26,1.02,39.0,49.14,3.0,1.47,47.67,0.7,48.370000000000005,599,4,2
6226-1,29-03-2016,Low,Wrap Bag,Regular Air,30-03-2016,1.6,0.67,40.0,64.0,4.0,2.56,61.44,1.29,62.73,1601,2,131
6226-1,19-12-2016,Low,Wrap Bag,Express Air,21-12-2016,1.88,0.7,39.0,73.32,5.0,3.67,69.64999999999999,1.49,71.13999999999999,163,2,65
6226-1,05-08-2016,Critical,Jumbo Drum,Delivery Truck,06-08-2016,5.68,3.18,16.0,90.88,9.0,8.18,82.69999999999999,3.6,86.29999999999998,1744,2,127
6226-1,05-02-2017,Not Specified,Wrap Bag,Regular Air,07-02-2017,1.6,0.67,34.0,54.400000000000006,0.0,0.0,54.400000000000006,1.29,55.690000000000005,606,1,131
6227-1,25-03-2016,Low,Wrap Bag,Regular Air,25-03-2016,3.78,1.47,2.0,7.56,9.0,0.68,6.88,0.71,7.59,1745,3,82
6227-1,29-09-2015,Critical,Small Box,Regular Air,30-09-2015,5.74,2.24,43.0,246.82000000000002,8.0,19.75,227.07000000000002,5.01,232.08,58,3,98
6227-1,24-08-2016,Not Specified,Small Box,Regular Air,02-09-2016,19.98,7.59,16.0,319.68,7.0,22.38,297.3,5.77,303.07,187,4,118
6227-1,24-08-2016,Not Specified,Small Box,Regular Air,02-09-2016,19.98,7.59,44.0,879.12,7.0,61.54,817.58,5.77,823.35,273,2,118
6227-1,23-04-2016,High,Small Box,Regular Air,24-04-2016,19.98,7.59,4.0,79.92,3.0,2.4,77.52,5.77,83.28999999999999,1746,1,118
6228-1,16-02-2016,Not Specified,Wrap Bag,Regular Air,17-02-2016,1.48,0.55,22.0,32.56,5.0,1.63,30.930000000000003,0.7,31.630000000000003,1747,2,168
6228-1,08-12-2016,Low,Wrap Bag,Regular Air,12-12-2016,1.88,0.7,8.0,15.04,5.0,0.75,14.29,1.49,15.78,1748,2,65
6228-1,17-03-2016,Not Specified,Small Box,Regular Air,20-03-2016,1.26,1.02,22.0,27.72,9.0,2.49,25.229999999999997,0.7,25.929999999999996,177,4,2
6228-1,18-10-2016,Low,Wrap Bag,Express Air,20-10-2016,449.99,233.99,31.0,13949.69,7.0,976.48,12973.210000000001,24.49,12997.7,1617,2,264
6228-1,20-10-2016,Medium,Small Box,Regular Air,20-10-2016,2.62,1.02,50.0,131.0,10.0,13.1,117.9,0.8,118.7,1651,4,7
6229-1,09-05-2016,Not Specified,Small Box,Regular Air,11-05-2016,35.41,15.23,31.0,1097.7099999999998,1.0,10.98,1086.7299999999998,1.99,1088.7199999999998,1519,3,151
6229-1,10-11-2015,High,Small Pack,Express Air,10-11-2015,5.68,2.16,39.0,221.51999999999998,4.0,8.86,212.65999999999997,1.39,214.04999999999995,811,4,66
6229-1,29-11-2016,Medium,Small Box,Regular Air,30-11-2016,16.98,5.94,4.0,67.92,4.0,2.72,65.2,12.39,77.59,247,3,162
6229-1,02-02-2015,Critical,Wrap Bag,Regular Air,03-02-2015,6.3,2.46,10.0,63.0,10.0,6.3,56.7,0.5,57.2,294,1,104
6229-1,25-10-2016,High,Small Box,Regular Air,27-10-2016,12.28,4.67,47.0,577.16,0.0,0.0,577.16,6.35,583.51,1570,2,392
6230-1,04-12-2016,High,Small Box,Regular Air,05-12-2016,3.69,1.4,13.0,47.97,3.0,1.44,46.53,0.5,47.03,1749,3,329
6231-1,21-03-2016,High,Wrap Bag,Regular Air,22-03-2016,10.23,6.04,50.0,511.5,9.0,46.04,465.46,4.68,470.14,1750,2,121
6231-1,17-03-2016,Not Specified,Wrap Bag,Regular Air,18-03-2016,1.98,0.79,23.0,45.54,7.0,3.19,42.35,4.77,47.120000000000005,1751,3,95
6231-1,21-04-2016,Not Specified,Wrap Bag,Regular Air,22-04-2016,3.08,1.14,37.0,113.96000000000001,8.0,9.12,104.84,0.99,105.83,964,4,86
6231-1,07-07-2016,Not Specified,Large Box,Regular Air,08-07-2016,1.98,0.79,41.0,81.17999999999999,9.0,7.31,73.86999999999999,4.77,78.63999999999999,1752,2,165
6232-1,27-11-2016,Low,Small Box,Regular Air,27-11-2016,5.68,3.18,38.0,215.83999999999997,3.0,6.48,209.35999999999999,3.6,212.95999999999998,936,1,53
6232-1,31-10-2016,High,Small Box,Regular Air,03-11-2016,5.68,3.18,31.0,176.07999999999998,3.0,5.28,170.79999999999998,3.6,174.39999999999998,324,3,53
6232-1,24-02-2016,High,Wrap Bag,Express Air,26-02-2016,2.61,1.02,50.0,130.5,9.0,11.74,118.76,0.5,119.26,1753,2,17
6232-1,26-03-2016,High,Small Pack,Regular Air,28-03-2016,5.68,3.18,37.0,210.16,9.0,18.91,191.25,3.6,194.85,1586,1,206
6233-1,01-10-2014,Not Specified,Medium Box,Express Air,03-10-2014,12.98,7.79,45.0,584.1,3.0,17.52,566.58,3.14,569.72,248,3,34
6234-1,10-09-2015,Medium,Small Box,Express Air,11-09-2015,4.76,1.86,39.0,185.64,3.0,5.57,180.07,0.88,180.95,1275,1,141
6234-1,11-08-2015,Medium,Small Box,Regular Air,12-08-2015,5.68,3.18,1.0,5.68,2.0,0.11,5.569999999999999,3.6,9.17,1551,4,53
6234-1,01-02-2016,Not Specified,Large Box,Regular Air,02-02-2016,5.68,3.18,17.0,96.56,0.0,0.0,96.56,3.6,100.16,1754,1,206
6235-1,17-09-2015,High,Small Box,Regular Air,17-09-2015,2.08,1.14,34.0,70.72,7.0,4.95,65.77,2.56,68.33,1234,3,216
6235-1,05-07-2016,High,Small Pack,Regular Air,07-07-2016,7.28,2.69,11.0,80.08,3.0,2.4,77.67999999999999,11.15,88.83,1382,3,6
6236-1,08-06-2015,Not Specified,Small Box,Regular Air,09-06-2015,449.99,171.0,49.0,22049.510000000002,4.0,881.98,21167.530000000002,49.0,21216.530000000002,350,3,140
6236-1,11-08-2013,Low,Wrap Bag,Regular Air,13-08-2013,2.62,1.02,8.0,20.96,6.0,1.26,19.7,0.8,20.5,413,2,7
6236-1,29-02-2016,Critical,Small Pack,Regular Air,29-02-2016,1.6,0.67,10.0,16.0,1.0,0.16,15.84,1.29,17.13,1755,2,332
6237-1,23-04-2016,Medium,Small Box,Regular Air,24-04-2016,3.78,1.47,40.0,151.2,0.0,0.0,151.2,0.71,151.91,445,2,82
6238-1,03-02-2016,High,Large Box,Regular Air,05-02-2016,1.14,0.43,49.0,55.85999999999999,6.0,3.35,52.50999999999999,0.7,53.209999999999994,1756,3,352
6238-1,31-10-2016,Critical,Jumbo Drum,Delivery Truck,03-11-2016,1.6,0.67,43.0,68.8,6.0,4.13,64.67,1.29,65.96000000000001,1757,4,320
6238-1,26-03-2016,High,Wrap Bag,Regular Air,28-03-2016,5.68,3.18,9.0,51.12,9.0,4.6,46.519999999999996,3.6,50.12,265,4,53
6238-1,26-03-2016,Low,Wrap Bag,Regular Air,28-03-2016,5.68,3.18,11.0,62.48,10.0,6.25,56.23,3.6,59.83,1586,4,53
6238-1,09-12-2016,Medium,Wrap Bag,Regular Air,10-12-2016,1.14,0.43,34.0,38.76,0.0,0.0,38.76,0.7,39.46,695,2,49
6238-1,01-05-2016,Not Specified,Small Pack,Regular Air,03-05-2016,5.68,3.18,34.0,193.12,0.0,0.0,193.12,3.6,196.72,1680,2,53
6238-1,02-05-2016,Low,Small Box,Regular Air,03-05-2016,5.68,3.18,37.0,210.16,3.0,6.3,203.85999999999999,3.6,207.45999999999998,238,4,127
6239-1,26-08-2015,High,Small Box,Regular Air,28-08-2015,7.3,2.77,37.0,270.09999999999997,4.0,10.8,259.29999999999995,7.72,267.02,341,3,22
6240-1,28-09-2016,Not Specified,Small Box,Express Air,30-09-2016,6.3,2.46,1.0,6.3,4.0,0.25,6.05,0.5,6.55,1707,3,177
6240-1,22-09-2016,Not Specified,Small Pack,Regular Air,23-09-2016,20.99,12.17,36.0,755.64,10.0,75.56,680.0799999999999,4.81,684.8899999999999,1462,1,21
6240-1,31-08-2015,High,Wrap Bag,Regular Air,31-08-2015,5.18,1.86,48.0,248.64,6.0,14.92,233.72,2.04,235.76,1351,3,46
6240-1,19-12-2015,Low,Jumbo Drum,Delivery Truck,21-12-2015,4.91,1.77,42.0,206.22,0.0,0.0,206.22,0.5,206.72,23,2,211
6240-1,11-06-2016,Critical,Small Box,Regular Air,21-06-2016,2.6,1.51,43.0,111.8,3.0,3.35,108.45,2.4,110.85000000000001,1758,1,67
6240-1,05-05-2016,Low,Small Box,Regular Air,07-05-2016,3.69,1.4,40.0,147.6,5.0,7.38,140.22,0.5,140.72,1759,2,12
6240-1,18-04-2015,Medium,Wrap Bag,Regular Air,19-04-2015,3.49,1.36,48.0,167.52,3.0,5.03,162.49,0.76,163.25,1760,4,114
6240-1,26-03-2016,Not Specified,Small Pack,Regular Air,28-03-2016,2.61,1.02,34.0,88.74,0.0,0.0,88.74,0.5,89.24,182,1,17
6240-1,03-04-2016,High,Small Box,Regular Air,03-04-2016,5.68,3.18,50.0,284.0,6.0,17.04,266.96,3.6,270.56,5,1,53
6240-1,26-03-2016,High,Small Box,Regular Air,28-03-2016,3.08,1.14,40.0,123.2,3.0,3.7,119.5,0.99,120.49,265,2,209
6240-1,22-12-2016,Medium,Wrap Bag,Regular Air,23-12-2016,4.91,1.77,41.0,201.31,3.0,6.04,195.27,0.5,195.77,57,4,195
6240-1,09-12-2016,High,Small Box,Regular Air,10-12-2016,2.61,1.02,15.0,39.15,5.0,1.96,37.19,0.5,37.69,695,3,17
6240-1,15-09-2016,Critical,Small Box,Regular Air,16-09-2016,45.99,26.21,23.0,1057.77,2.0,21.16,1036.61,4.99,1041.6,1761,3,230
6240-1,12-10-2016,Low,Wrap Bag,Regular Air,14-10-2016,159.99,78.4,44.0,7039.56,0.0,0.0,7039.56,5.5,7045.06,1737,1,262
6240-1,11-02-2016,Medium,Small Box,Regular Air,21-02-2016,2.88,1.04,24.0,69.12,5.0,3.46,65.66000000000001,0.99,66.65,1709,2,43
6240-1,13-09-2016,Medium,Small Box,Express Air,20-09-2016,22.38,8.5,50.0,1119.0,7.0,78.33,1040.67,15.1,1055.77,73,3,64
6240-1,30-07-2015,Not Specified,Small Pack,Express Air,31-07-2015,7.3,2.77,8.0,58.4,10.0,5.84,52.56,7.72,60.28,1021,3,217
6241-1,26-07-2013,Low,Small Box,Regular Air,28-07-2013,22.38,8.5,8.0,179.04,1.0,1.79,177.25,15.1,192.35,1762,2,157
6242-1,28-08-2015,High,Small Box,Express Air,30-08-2015,3.08,1.14,41.0,126.28,5.0,6.31,119.97,0.99,120.96,14,3,209
6242-1,08-02-2016,Medium,Wrap Bag,Regular Air,09-02-2016,1.88,0.94,31.0,58.279999999999994,0.0,0.0,58.279999999999994,0.79,59.06999999999999,825,3,18
6242-1,01-02-2017,High,Wrap Bag,Regular Air,05-02-2017,34.76,19.81,32.0,1112.32,9.0,100.11,1012.2099999999999,8.22,1020.43,1763,2,164
6242-1,26-09-2013,Low,Wrap Bag,Regular Air,28-09-2013,3.15,1.17,19.0,59.85,0.0,0.0,59.85,0.49,60.34,509,2,351
6242-1,04-02-2016,Not Specified,Small Box,Regular Air,05-02-2016,6.3,2.46,27.0,170.1,3.0,5.1,165.0,0.5,165.5,182,3,104
6243-1,08-06-2016,Medium,Medium Box,Regular Air,10-06-2016,3.85,1.69,33.0,127.05,1.0,1.27,125.78,0.7,126.48,1764,1,273
6243-1,30-03-2016,Critical,Small Box,Regular Air,31-03-2016,2.78,1.25,2.0,5.56,2.0,0.11,5.449999999999999,1.34,6.789999999999999,1765,4,5
6244-1,23-04-2015,High,Wrap Bag,Regular Air,23-04-2015,449.99,171.0,33.0,14849.67,6.0,890.98,13958.69,49.0,14007.69,740,3,140
6244-1,06-09-2016,High,Wrap Bag,Regular Air,08-09-2016,162.93,63.54,18.0,2932.7400000000002,2.0,58.65,2874.09,19.99,2894.08,1766,4,24
6244-1,22-09-2016,High,Small Box,Regular Air,23-09-2016,3.89,1.44,5.0,19.45,8.0,1.56,17.89,7.01,24.9,1704,4,90
6244-1,21-10-2015,Low,Small Box,Regular Air,23-10-2015,1.26,1.02,9.0,11.34,3.0,0.34,11.0,0.7,11.7,1668,2,2
6244-1,02-09-2015,High,Wrap Bag,Regular Air,05-09-2015,29.74,20.82,20.0,594.8,6.0,35.69,559.1099999999999,6.64,565.7499999999999,444,3,197
6244-1,27-08-2015,High,Small Box,Regular Air,28-08-2015,45.99,26.21,50.0,2299.5,7.0,160.96,2138.54,4.99,2143.5299999999997,1767,4,230
6245-1,29-11-2016,Not Specified,Small Box,Regular Air,30-11-2016,3.08,1.14,42.0,129.36,4.0,5.17,124.19000000000001,0.99,125.18,1768,4,86
6245-1,18-04-2015,High,Small Box,Regular Air,19-04-2015,20.99,12.17,12.0,251.88,2.0,5.04,246.84,4.81,251.65,56,3,21
6245-1,18-07-2015,High,Small Box,Regular Air,20-07-2015,6.3,2.46,2.0,12.6,3.0,0.38,12.219999999999999,0.5,12.719999999999999,888,4,177
6246-1,14-05-2016,High,Wrap Bag,Regular Air,16-05-2016,5.68,2.16,33.0,187.44,5.0,9.37,178.07,1.39,179.45999999999998,966,1,66
6246-1,21-10-2015,Not Specified,Wrap Bag,Regular Air,23-10-2015,3.08,1.14,31.0,95.48,8.0,7.64,87.84,0.99,88.83,45,3,86
6246-1,10-11-2015,Not Specified,Wrap Bag,Regular Air,12-11-2015,2.61,1.02,38.0,99.17999999999999,9.0,8.93,90.25,0.5,90.75,679,2,17
6246-1,31-05-2016,Low,Small Box,Regular Air,02-06-2016,3.08,1.14,9.0,27.72,5.0,1.39,26.33,0.99,27.319999999999997,1769,1,86
6246-1,26-11-2016,Low,Wrap Bag,Regular Air,28-11-2016,22.38,8.5,33.0,738.54,7.0,51.7,686.8399999999999,15.1,701.9399999999999,35,1,64
6247-1,14-10-2016,High,Wrap Bag,Express Air,19-10-2016,152.48,120.46,49.0,7471.5199999999995,3.0,224.15,7247.37,4.0,7251.37,878,4,249
6248-1,03-06-2016,Not Specified,Small Box,Regular Air,05-06-2016,2.08,1.14,1.0,2.08,0.0,0.0,2.08,2.56,4.640000000000001,98,1,216
6248-1,18-04-2016,Low,Small Box,Express Air,19-04-2016,2.08,1.14,8.0,16.64,0.0,0.0,16.64,2.56,19.2,1770,4,216
6248-1,06-03-2016,Low,Small Box,Regular Air,07-03-2016,2.08,1.14,16.0,33.28,2.0,0.67,32.61,2.56,35.17,1771,3,216
6249-1,22-11-2014,High,Jumbo Drum,Delivery Truck,24-11-2014,12.98,7.79,44.0,571.12,3.0,17.13,553.99,3.14,557.13,764,1,34
6250-1,04-08-2016,Critical,Small Box,Regular Air,06-08-2016,5.68,2.16,34.0,193.12,3.0,5.79,187.33,1.39,188.72,1026,3,66
6250-1,28-09-2016,Critical,Wrap Bag,Regular Air,30-09-2016,29.74,20.82,35.0,1040.8999999999999,10.0,104.09,936.8099999999998,6.64,943.4499999999998,1772,1,197
6250-1,02-09-2015,High,Medium Box,Regular Air,05-09-2015,15.99,6.08,24.0,383.76,1.0,3.84,379.92,11.28,391.2,444,3,356
6251-1,12-08-2015,Medium,Small Box,Regular Air,15-08-2015,6.23,2.24,16.0,99.68,10.0,9.97,89.71000000000001,6.97,96.68,247,2,134
6252-1,03-04-2016,High,Wrap Bag,Regular Air,03-04-2016,1.26,1.02,27.0,34.02,7.0,2.38,31.640000000000004,0.7,32.34,77,2,2
6252-1,12-01-2016,Not Specified,Wrap Bag,Express Air,14-01-2016,6.3,2.46,34.0,214.2,7.0,14.99,199.20999999999998,0.5,199.70999999999998,1773,4,104
6252-1,12-11-2016,Medium,Wrap Bag,Regular Air,12-11-2016,5.68,3.18,37.0,210.16,9.0,18.91,191.25,3.6,194.85,29,4,53
6252-1,24-04-2016,Critical,Wrap Bag,Regular Air,26-04-2016,5.68,3.18,42.0,238.56,7.0,16.7,221.86,3.6,225.46,1774,2,53
6253-1,02-07-2016,Critical,Small Box,Regular Air,03-07-2016,4.0,1.48,19.0,76.0,4.0,3.04,72.96,1.3,74.25999999999999,604,3,99
6253-1,22-10-2016,High,Small Box,Regular Air,23-10-2016,4.38,1.62,20.0,87.6,4.0,3.5,84.1,6.21,90.30999999999999,1775,4,400
6254-1,25-04-2015,Low,Wrap Bag,Regular Air,27-04-2015,36.55,14.99,50.0,1827.4999999999998,8.0,146.2,1681.2999999999997,13.89,1695.1899999999998,636,4,27
6254-1,22-09-2016,Critical,Medium Box,Regular Air,23-09-2016,80.98,38.87,8.0,647.84,9.0,58.31,589.53,7.18,596.7099999999999,1462,1,456
6254-1,19-02-2016,Not Specified,Small Box,Regular Air,19-02-2016,12.98,7.79,25.0,324.5,3.0,9.74,314.76,3.14,317.9,169,3,47
6254-1,30-07-2015,Not Specified,Wrap Bag,Regular Air,31-07-2015,12.98,7.79,15.0,194.70000000000002,3.0,5.84,188.86,3.14,192.0,1730,4,47
6255-1,25-12-2015,Critical,Small Box,Regular Air,01-01-2016,22.38,8.5,9.0,201.42,9.0,18.13,183.29,15.1,198.39,1719,1,157
6255-1,20-08-2016,Critical,Small Box,Regular Air,25-08-2016,2.78,1.25,23.0,63.94,2.0,1.28,62.66,1.34,64.0,1689,4,5
6255-1,29-09-2015,Low,Wrap Bag,Regular Air,30-09-2015,5.4,2.0,39.0,210.60000000000002,1.0,2.11,208.49,7.78,216.27,721,3,23
6255-1,12-03-2016,Low,Small Box,Regular Air,13-03-2016,1.6,0.67,35.0,56.0,5.0,2.8,53.2,1.29,54.49,1703,1,320
6255-1,17-07-2016,Medium,Small Box,Regular Air,18-07-2016,1.6,0.67,28.0,44.800000000000004,1.0,0.45,44.35,1.29,45.64,535,2,131
6255-1,02-02-2017,Not Specified,Wrap Bag,Regular Air,04-02-2017,2.08,1.14,32.0,66.56,1.0,0.67,65.89,2.56,68.45,258,3,216
6256-1,23-04-2016,Low,Wrap Bag,Regular Air,24-04-2016,2.78,1.25,4.0,11.12,9.0,1.0,10.12,1.34,11.459999999999999,242,4,5
6256-1,20-05-2015,Critical,Wrap Bag,Regular Air,21-05-2015,5.43,1.95,43.0,233.48999999999998,1.0,2.33,231.15999999999997,0.95,232.10999999999996,1611,1,278
6256-1,29-09-2015,High,Wrap Bag,Regular Air,30-09-2015,5.18,1.86,41.0,212.38,2.0,4.25,208.13,2.04,210.17,243,3,46
6256-1,03-02-2017,High,Small Box,Regular Air,05-02-2017,19.98,13.59,23.0,459.54,2.0,9.19,450.35,4.0,454.35,663,1,69
6257-1,21-05-2016,Medium,Small Box,Regular Air,21-05-2016,22.38,8.5,32.0,716.16,9.0,64.45,651.7099999999999,15.1,666.81,430,4,64
6258-1,07-02-2015,Medium,Small Box,Regular Air,18-02-2015,2.88,1.58,24.0,69.12,6.0,4.15,64.97,1.01,65.98,835,4,57
6258-1,11-04-2016,Low,Small Box,Regular Air,13-04-2016,6.23,2.24,5.0,31.150000000000002,4.0,1.25,29.900000000000002,6.97,36.870000000000005,1776,1,9
6258-1,16-12-2013,Low,Small Box,Regular Air,19-12-2013,449.99,171.0,45.0,20249.55,5.0,1012.48,19237.07,49.0,19286.07,1001,1,140
6258-1,20-06-2016,Low,Small Box,Regular Air,21-06-2016,3.89,1.44,39.0,151.71,10.0,15.17,136.54000000000002,7.01,143.55,759,4,90
6258-1,12-08-2015,Not Specified,Small Box,Regular Air,15-08-2015,6.3,2.46,2.0,12.6,7.0,0.88,11.719999999999999,0.5,12.219999999999999,247,3,104
6259-1,10-08-2013,High,Small Box,Regular Air,12-08-2013,7.3,2.77,23.0,167.9,2.0,3.36,164.54,7.72,172.26,798,4,22
6259-1,19-12-2015,Critical,Small Box,Regular Air,21-12-2015,12.98,7.79,18.0,233.64000000000001,2.0,4.67,228.97000000000003,3.14,232.11,22,2,47
6260-1,31-01-2015,Low,Small Box,Express Air,02-02-2015,12.22,6.72,34.0,415.48,6.0,24.93,390.55,2.85,393.40000000000003,1777,3,106
6260-1,11-04-2016,Not Specified,Jumbo Drum,Delivery Truck,11-04-2016,1.81,0.89,3.0,5.43,6.0,0.33,5.1,1.56,6.66,935,1,380
6260-1,11-04-2016,Critical,Wrap Bag,Regular Air,11-04-2016,1.81,0.89,27.0,48.870000000000005,10.0,4.89,43.980000000000004,1.56,45.540000000000006,299,4,457
6260-1,11-04-2016,High,Small Box,Regular Air,12-04-2016,1.81,0.89,9.0,16.29,0.0,0.0,16.29,1.56,17.849999999999998,1778,3,457
